,text,conv_id,conv_title,conv_awry,no.,plutchik_emotion1,plutchik_emotion2,plutchik_emotion3,emowordnet_afraid_score,emowordnet_amused_score,emowordnet_angry_score,emowordnet_annoyed_score,emowordnet_dontcare_score,emowordnet_happy_score,emowordnet_inspired_score,emowordnet_sad_score
174,If I may be allowed to be serious just for a minute. I saw Keeper make a comment earlier today about RfA sucking the life out of editors and I realised that's what happened to me. I doubt I've done anything very much constructive or creative since RFA#2 so probably it's also cathartic.,217380031.27182.27182,User talk:Keeper76,True,10,none,pensiveness,apprehension,0.06355122505555558,0.12486700963888889,0.07929756083333335,0.08699914480555557,0.11234326900000001,0.0960587746944444,0.12619558666666666,0.08846520713888889
175,Ooo I will. I'm a huge D.Adams fan didn't know that existed! Offline any sec here I'll look it up on e-bay/amazon tomorrow. Excellent!,217380031.27182.27182,User talk:Keeper76,True,11,joy,ecstasy,love,0.043995880249999994,0.1148849315,0.0569540075,0.08091847006250001,0.13937881424999998,0.087749160125,0.109132198875,0.054486537875000005
176,Ok your minute is up. Are you over it yet? I've thoroughly enjoyed wikispeak and I know you'll rebound soon enough. Back to GA/FA. Or if not back to real life. Either way you're too real to be sucked down by that ridiculous forum. Cheers going home now...,217380031.27182.27182,User talk:Keeper76,True,12,none,disapproval,admiration,0.07532457153125004,0.1264494936875,0.07284420915624999,0.0890124454375,0.10436819903125,0.104790054125,0.1040584728125,0.1044025541875
177,As the nominal caretaker of that page I can guarantee that there will be no attacks on specific editors and I'm certain that others who have contributed wouldn't allow that either. That was never the point. It was just meant to be a place to lighten up and have a laugh about how seriously some of us take this place and the sometimes odd things that happen here. If some humo[u]rless sob does decide to take it to MfD so be it but I'd hope that common sense would prevail.,217380031.27182.27182,User talk:Keeper76,True,4,optimism,serenity,optimism,0.09208380087234043,0.11516222027659577,0.0885628469361702,0.10488312414893616,0.10230413285106382,0.09559986759574467,0.10576243080851064,0.08287561914893618
178,Is it fair to describe it as a labo[u]r of love ?,217380031.27182.27182,User talk:Keeper76,True,5,joy,interest,acceptance,0.049354541571428566,0.11065109885714287,0.06404541485714285,0.09389838742857141,0.11726781485714287,0.10604960942857143,0.10291699542857144,0.07010185185714286
179,I think it is I am now strangely attached to it.,217380031.27182.27182,User talk:Keeper76,True,6,love,submission,interest,0.10857629980000001,0.17393103240000002,0.1114271314,0.10787904080000002,0.1300583924,0.1210429646,0.16037564640000002,0.0867094928
180,Like I said somewhere (Iridescent's page I think) I haven't laughed so hard in months on-wiki. A great idea great fun to see the creative side of Wikipedians. I'm rather [wiki_link] myself...,217380031.27182.27182,User talk:Keeper76,True,7,joy,joy,joy,0.06641661903846154,0.12110257515384616,0.07646179696153846,0.09497774415384616,0.13130527896153849,0.10195359584615385,0.1344894068076923,0.0809852910769231
181,Keeps if you can get [wiki_link]. I'm sure it sold in the US - if not e-bay would be your friend. I expect Malleus may know it anyway. You'd be blowing Mountain Dew out of your nose for days....,217380031.27182.27182,User talk:Keeper76,True,8,joy,joy,none,0.07045039720833333,0.10650260816666667,0.05849387812500001,0.07688827229166666,0.08552892295833332,0.08999620295833333,0.10566303791666669,0.11481001387500002
182,Or save yourself money and see the link at the bottom of the page to a (copyright infringing) copy of the book.,217380031.27182.27182,User talk:Keeper76,True,9,none,none,acceptance,0.09412335763636363,0.15171984381818182,0.11154567000000001,0.14274072063636364,0.14619421336363636,0.12030303645454545,0.12416986736363636,0.10920329145454545
183,I think 'I'm comfortable in that arena though and rather fascinated by watching the level of human fallible intereaction that happens there while no one is actually even talking' summarises part of the problem of RfA. Too many people love observing human nature (me too)! My answers at if you're interested.,219094633.13249.13249,User talk:Keeper76,False,1,optimism,interest,none,0.09197882684848487,0.13717574775757574,0.09189936390909091,0.10145208233333336,0.11541537093939393,0.10736166703030303,0.1426066718787879,0.09089814763636363
184,Heh I was reading those when you posted here....My favorite was your last answer (basically 'it sucks good luck with it.') I've made a conscious effort (I fail some days) to not contribute to RFAs beyond my initial opinion of support or oppose unless I'm directly asked a question. I really need to stop watchlisting them after I'm there. If I write something that really really bothers someone else I'm pretty sure my talkpage is linked in my signature. Life's too short the eyeopener to me was how many RFAs were in my wannabe kate tool with 6+ edits. Embarassing.,219094633.13249.13249,User talk:Keeper76,False,2,none,optimism,contempt,0.060717728484848486,0.10998972612121215,0.08541381871212123,0.09291060210606061,0.1056258969090909,0.09421370869696966,0.12177701919696966,0.07177574243939397
185,I still have more to say but for now mine's here . Now I'll go read some others.,219094633.13249.13249,User talk:Keeper76,False,3,none,annoyance,boredom,0.06987767050000002,0.09639117910000002,0.0920828878,0.1168957512,0.0958128049,0.1109909594,0.1375082589,0.08044048840000001
186,Please don't tag copyrighted company logos with the tag doing so constitutes [wiki_link]. Non-free copyrighted images should be tagged with [wiki_link]; in these instances . Also you should probably read over [wiki_link] as Wikipedia places many restrictions on fair use claims that go above and beyond fair use law. Thanks,220732800.2931.2931,User talk:ImNotRichImStillLyin,False,1,disapproval,annoyance,disapproval,0.08670128819354839,0.12013555590322582,0.09522864745161289,0.10822444545161289,0.09195940393548385,0.11753930122580644,0.11305090893548388,0.07361206183870966
187,I'm not an administrator but from one editor to another I think I should warn you that if you continue to upload copyright logos as if they were GFDL your account will probably be blocked until you can agree to stop.,220732800.2931.2931,User talk:ImNotRichImStillLyin,False,2,acceptance,disapproval,disapproval,0.09851542884210525,0.1290641840526316,0.09350393021052633,0.10961592257894737,0.11474669315789474,0.1350566062105263,0.12726843842105265,0.08696563878947369
188,What do you mean puttin GFDL on the logos i didnt see nothin that said GFDL.,220732800.2931.2931,User talk:ImNotRichImStillLyin,False,3,annoyance,none,surprise,0.0225391792,0.0583933276,0.0420869601,0.043227184200000004,0.0480408252,0.0904916405,0.0596332877,0.0355875956
189,Strike-through text Mind giving credit: [EXTERNA_LINK] Doctor X,221125910.8024.8024,User talk:Orangemarlin,True,1,none,none,none,0.073440711,0.10298784012500001,0.06936766750000001,0.08459778187500001,0.100336304875,0.10747797650000002,0.12391916400000001,0.08787255387500001
190,What?,221125910.8024.8024,User talk:Orangemarlin,True,2,distraction,surprise,surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,I wrote it a few years ago and posted it under my user name. I am the one who has an Editor [He does.Ed.] I have the original paper which was created in Early 2006. It was published in a forum Skepticforum two years ago: [EXTERNA_LINK] I know the administrator. I left it and leaving ended up wiping my posts but you can see the quotes and references to it. I have posted it on other forums. I normally would not make a 'stink' about it but a Creationist accused me of stealing it from HERE! J.D.,221125910.8024.8024,User talk:Orangemarlin,True,3,remorse,anger,none,0.07107895743137255,0.11186401562745099,0.08784458996078431,0.10064088194117646,0.12210727145098042,0.10500504890196082,0.14548035915686275,0.07950828754901959
192,It wasn't used in an article. It was used as a discussion point. Who cares.,221125910.8024.8024,User talk:Orangemarlin,True,10,disgust,annoyance,annoyance,0.1307618747777778,0.12814867166666666,0.12302523888888889,0.12768592855555555,0.12205927144444445,0.13309649244444444,0.14127445922222223,0.09394806266666667
193,Once again I have no idea what you're talking about. Try reading. It seems your other commentators figured it out. Let me repeat myself very clearly because you apparently are not understanding me Oh I understand you perfectly well: you felt free to steal material without giving credit. You posted it as your own work. The word you are looking for is 'plagiarism.' One could accept that as accident save you kept removing the citation after being alerted to it and behaved like a petulant babe caught with his hand in the cookie-jar in these comments. ...I didn't write it. Are we clear? Oh I understand you now admit you committed plagiarism. You compounded that by removing all reference to the author when you pasted it then when alerted to it you threw a tantrum as you are now. All you had to do was leave the citation. Instead you removed the citation not once but twice to leave the impression that 'you' wrote the material. It is really not terribly complicated. Doctor X,221125910.8024.8024,User talk:Orangemarlin,True,11,anger,disgust,rage,0.08060559466666667,0.11562248838888889,0.09393496793333335,0.10181747412222222,0.10680203284444441,0.11929381131111112,0.1447826289111111,0.11491877974444446
194,OK stay off my page. You've now exceeded my annoyance quotient. Once again I don't give a shit.,221125910.8024.8024,User talk:Orangemarlin,True,12,annoyance,aggresiveness,rage,0.09536355591666668,0.11934434533333332,0.07509109825,0.08283238316666668,0.11892690008333336,0.1136008495,0.13719834316666668,0.09097585833333333
195,And you're telling me this why? Because honestly I don't care.,221125910.8024.8024,User talk:Orangemarlin,True,4,aggresiveness,aggresiveness,annoyance,0.03591210714285715,0.09682558457142858,0.05419395028571429,0.06103737271428572,0.08679889871428571,0.09033810457142857,0.103565381,0.04275717285714285
196,Umm.....hi Dr X it was a good read. I am not sure how you could get credit now but maybe you could make a userpage here and note it I guess. Cheers,221125910.8024.8024,User talk:Orangemarlin,True,5,submission,interest,pensiveness,0.04596488745,0.08089855469999999,0.04390977724999999,0.07457809235000001,0.09476669445,0.09709145890000001,0.11081868804999999,0.05197184689999999
197,There's no way to get credit unless it was copyrighted which it wasn't. Moreover how do I know he didn't 'borrow' it from someone else. And lastly and this is the most critical what do I have to do with it? I didn't write it. This is confoozling.,221125910.8024.8024,User talk:Orangemarlin,True,6,disapproval,annoyance,aggresiveness,0.05680254355000001,0.1063733953,0.069414672,0.0748840422,0.07548687380000002,0.10979186490000001,0.14438058390000003,0.06286602459999999
198,So you do not care about being a plagiarist? You do not care about stealing the work of others? Fine. I have the originals including where it has been posted. Such makes it copyrighted a little fact you will discover if you bother to read that little linkypoo called 'copyright' at the bottom of this. I have removed permission for you to host it and I launched a formal complaint. Welcome to the world of adults. Doctor X,221125910.8024.8024,User talk:Orangemarlin,True,7,anger,contempt,anger,0.0735128385897436,0.1240143798205128,0.1028625032051282,0.10306305751282051,0.10771712258974364,0.11865608276923077,0.12006695317948715,0.09626090848717948
199,Once again I have no idea what you're talking about. Let me repeat myself very clearly because you apparently are not understanding me...I didn't write it. Are we clear?,221125910.8024.8024,User talk:Orangemarlin,True,8,apprehension,annoyance,anger,0.11582132880000001,0.12253557186666668,0.09600159459999999,0.10207748766666666,0.10521935486666668,0.09569378666666667,0.13367897266666665,0.09563856973333332
200,The issue seems to be [external_link] some years ago giving weird maths about ye fludde. Hardly worth restoring I'd leave it deleted. Whether anyone can show they have the copyright appears moot but the info would be copyright to someone so should stay deleted. In my opinion.,221125910.8024.8024,User talk:Orangemarlin,True,9,none,none,none,0.07015164409375,0.108340824875,0.08857680700000001,0.10005060700000001,0.10089761024999998,0.09618247803125,0.11596688006249999,0.06983314871874999
201,You must have inadvertently removed my comment [external_link]. Please restore it.,223916485.29331.29331,User talk:Fairfieldfencer,False,1,anger,none,rage,0.06028252825,0.10289690625,0.077404479625,0.116724642125,0.0995394585,0.0871721775,0.089011889625,0.11696791799999999
202,Sorry. I just thought that since I changed my comment yours was no longer needed.,223916485.29331.29331,User talk:Fairfieldfencer,False,2,contempt,remorse,remorse,0.0821805331111111,0.11988218811111111,0.09580457322222222,0.12512066777777775,0.12543638855555556,0.10580043,0.14169973477777775,0.09296437388888888
203,In order for the comment below yours to make sense you should strike out i.e. strike rather than [external_link] the word. Otherwise [external_link] comment would seem odd to readers. Thus you should strike put the word back in but with the strike format and then reply to the comment acknowledging something like 'Okay word struck.' Happy editing! Sincerely ' No not the [external_link] but putting 'deletionists' back into your statement and striking that i.e. deletionists. Definitely don't strike someone else's statement. Happy editing! Sincerely ',223916485.29331.29331,User talk:Fairfieldfencer,False,3,rage,optimism,none,0.08636920283018867,0.10388158158490567,0.10766476741509433,0.10316007437735847,0.10595738549056602,0.09290747843396226,0.09267657988679244,0.08096783554716981
204,Hi why are the letters used in this Hercules poster considered Greek? Most notable the 'e'. I see this very often with Greek restaurants here in the Netherlands. Does anyone have an explanation?,226534237.12302.12302,Talk:Greek alphabet,False,1,optimism,none,interest,0.11771246768421054,0.13129618236842103,0.08324455973684212,0.09815496131578948,0.12694768915789476,0.08996772021052632,0.09983141515789475,0.09495026768421055
205,If you mean the one from the Disney cartoon the creators are just being cute like when English letters are written with caligraphy strokes to suggest Chinese. ',226534237.12302.12302,Talk:Greek alphabet,False,2,love,none,none,0.07845544600000001,0.16008905086666667,0.088513992,0.08476822786666667,0.10331341553333331,0.10224357660000001,0.1036139628,0.07900232846666665
206,Yes I meant the Disney cartoon. There is no real Greek alphabet which even looks like the cartoon?,226534237.12302.12302,Talk:Greek alphabet,False,3,interest,none,interest,0.09954281676923074,0.21736042261538457,0.07699798615384615,0.08841485538461538,0.13640521484615384,0.14248723953846154,0.15322900769230768,0.085562457
207,Hello Skyring(Pete). I notice you have reverted edits on the Howard article recently. I thought we had all moved away from that kind of mode of editing. Reverts subvert the wishes of the editing community as a whole. It's better to allow the editing community to decide whether content stays or goes. Content disputes need to go through the dispute resolution process. In regard to the particular sentence about public figures who considered Howard's Iraq policy as contravening international laws against war crimes I've got no idea if the issue gets put to the community to decide whether it would live or die. It could go either way. But then we just have to accept the community decision. The concept is that by letting the community decide the audience of Wikipedia readers gets the type of encyclopaedia that they want (or deserve). My opinion is that reverting will only lead to trouble. If edit wars break out then it will only lead to penalties or sanctions against those who partake.,228468167.5005.5005,User talk:Skyring,True,1,interest,disapproval,none,0.08082593306796118,0.10735092108737868,0.0955358691262136,0.11319902726213589,0.10916337628155337,0.1234887141359223,0.1290902097281553,0.095714881592233
208,*You know perfectly well the 3RR rule and you have broken it. As an involved editor I will not block you but have reported you. See [wiki_link] **Please check the number of reverts I did - I don't need a warning - I know and abide by the rules,228468167.5005.5005,User talk:Skyring,True,2,annoyance,annoyance,annoyance,0.08502428796296296,0.13511947033333332,0.09549374177777777,0.12403896696296296,0.11618746118518519,0.10411353714814817,0.110383642,0.08149074466666668
209,Thanks Lester! Takes two to edit-war. How come you didn't send the same message to the other side? . Perhaps because they support your POV? You've spent most of your career here edit-warring over trivia and it's hard to take your advice when you don't follow it yourself.,228468167.5005.5005,User talk:Skyring,True,3,aggresiveness,annoyance,annoyance,0.06454205043478262,0.09079324486956523,0.08120461269565216,0.08095313756521741,0.09442761395652176,0.090743572,0.08801886960869566,0.06149081186956522
210,LOL! It would help if you checked the discussion on Lester's warnings. Look at the timing of his message above. In any case I'm removing contentious BLP material as per discussion and as per [wiki_link]. Let's stick to the established process hey? Do you have a particular urgent need to label someone a war criminal?,228468167.5005.5005,User talk:Skyring,True,4,annoyance,disapproval,none,0.0759179144857143,0.09727530168571427,0.09686579439999998,0.10356837322857143,0.10187578462857141,0.09696362428571427,0.1149926866,0.08396909217142857
211,*I have no need to label anybody a war criminal (urgently or otherwise) - others brought the topic up on the talk page I thought it fair enough to be included in the article with a reference - note I did not wikilink to war crimes as a topic. As it is the article is unbalanced with a lack of explanation of his poor polling results or any specifics about criticisms. We have moved much material to the Howard Government article because that is where it properly goes but there is still much editorial work to bring both articles up to a proper standard with balanced and informed content supported by references.Not sure what the relevance is of the timing of Lester's warning to you - it was before your 3rd reversion. Don't know why he wrote to Gnangarra - doesn't make sense in the light of Gnangarra's edits on the page which incidentally did not consist of removing the material. I can't comment as to why Lester didn't warn me except that perhaps he knew he didn't need to - I have NEVER breached 3RR.,228468167.5005.5005,User talk:Skyring,True,5,annoyance,apprehension,disapproval,0.08404447799999999,0.11740045214130435,0.10540408934782608,0.12439429651086956,0.11320776152173914,0.10071564583695651,0.11584591303260869,0.08681345054347828
212,I can't work out whether you are an idiot or whether you think I am. Just don't try to pull the wool over my eyes. Or anyone else for that matter. If you genuinely can't understand what's going on then ask.,228468167.5005.5005,User talk:Skyring,True,6,anger,anger,annoyance,0.06308816943478263,0.10083649456521739,0.09676840569565216,0.11135859626086958,0.10349179378260868,0.10475286965217388,0.12152309947826087,0.0807892668695652
213,I've seen people say that his birthdate is in 1969 but I've never seen a site that actually states that in plain terms and he's certainly not open about his personal life. As I previously added on the wikipedia page the Young Buckethead DVD liner notes place his birth around 1972 since Jas Obrecht states that he first met Buckethead when he dropped off his demo in 1988 and that Brian was 16 at the time.,230918176.10783.10783,Talk:Buckethead,False,1,interest,disapproval,none,0.07728186883333334,0.10750248185416665,0.07302175712500002,0.09689735516666664,0.1001432275625,0.09284363383333334,0.09942416531249999,0.0820521771875
214,I remember checking this recently when I tidied up the lead sentence. I was going to remove the birth year then spotted it in one of the references. But for the life of me I can't find it now. If you want to change the year put what you've just said in a footnote and don't forget to change the category.,230918176.10783.10783,Talk:Buckethead,False,2,acceptance,remorse,trust,0.07935678975,0.12162411875000004,0.11126885184375,0.12033474078125,0.11637764743750004,0.13473384156249996,0.14766219850000004,0.10614181146875
215,I'm just putting it out there I'm not entirely sure myself. Furthermore the liner notes don't offer more on the subject to make it more clear. Claiming that he was 16 in 1988 doesn't even pinpoint which year he was born in depending of course on the time of the year versus his birth day. In the DVDs where he's talking at least he does seem quite young (though that could be older footage) and supposedly his parents brought him to drop off his demo tape so I'm inclined to believe he is younger. However this could all be deliberate misinformation on his part.,230918176.10783.10783,Talk:Buckethead,False,3,interest,optimism,interest,0.08914375471153847,0.13998932251923077,0.09721854274999998,0.10702345711538461,0.11307889832692306,0.10539810890384617,0.13366927311538462,0.09909402742307688
216,'On August 31 2005 NYPD arrested 43-year old Daniel Hoyt for allegedly exposing himself to 23-year old Thao Nguyen who states that she quickly snapped a picture of the perpetrator with a camera on her cell phone which later appeared on the front page of The Daily News. In addition at least six other women have come forward to claim that the perpetrator flashed them as well. Hoyt is the co-owner of two NYC restaurants named Quintessence along with his ex-wife Tolentin Chan who is a native of Hong Kong.' Uh how could you prove that Hoyt's flashing is connected to his supposed Asian fetish? Could someone point out some sources showing that the 6 other women were Asian as well? Ok his ex-wife is Asian OK. Nguyen is Asian so OK. But we don't know if say Hoyt flashed himself to three whites two blacks and an Indian and Nguyen was the odd woman out who happened to be Asian.,23445520.8648.8648,Talk:Asian fetish,False,1,disgust,none,none,0.07411546501041666,0.09710696646875001,0.08735958835416667,0.08105372131249998,0.10229910353125,0.08447759734375,0.08370904967708333,0.09821184163541669
217,I agree. This article has mainly been under control by an anonymous editor using several IPs who has POV problems and will do anything to throw mud at non-Asians. I'm going to remove this example from the article and hope that the anon does not revert me. I find it pretty far-fetched too.,23445520.8648.8648,Talk:Asian fetish,False,2,annoyance,acceptance,distraction,0.10061067924137931,0.09951019993103451,0.08040527168965518,0.08232697279310347,0.08541148541379312,0.09462144262068965,0.12657888086206898,0.08915575720689656
218,The simple fact of the matter is that this is a sexual crime against an Asian female and so has every right to be placed in a section detailing sexual crimes against Asian women. If you think that it is far-fetched then please state your justification for that at the end of the paragraph.,23445520.8648.8648,Talk:Asian fetish,False,3,contempt,none,anticipation,0.08105041119999999,0.10405155119999997,0.10907787511999999,0.10210734859999998,0.0968190554,0.09516187236000001,0.11798302607999997,0.09374885996
219,"By this reasoning however you're saying we'd have to include all (or at least many) sexual crimes against Asian women. If so the article would get very long very quickly. I'd recommend only using high-profile cases ones with a [wiki_link] level of attention given to them by the press. The [wiki_link] incident did (and does) deserve its own article since what he did was an unusual crime on a rather large scale very disgusting discussed in the news extensively and so on. Flashing is pretty commonplace and usually wouldn't advance beyond local news. I'd say just include the crimes in which the offenders already have articles in Wikipedia or who could have articles in Wikipedia without those articles getting contested by being [wiki_link]. Otherwise we'd have a lot more cases than we need (we only need a few, this article is pretty long on the whole). Currently there is no article on [wiki_link]. If there were one it probably would not survive an AfD. *I'll be scanning the news to see if there are any more details in the Hoyt case. So far I have not seen any specifics regarding the races of the other flashing victims. The thing about Asian fetish is that in fact there are many diverse viewpoints and issues regarding it. However in writing about this phenomenon one must keep in mind that this terminology affects different groups unequally. The mainstream of society in this case White Anglo America consciously or unconsciously carries the history of its exploitive behavior towards racial and cultural minorities and an entirely 'race-neutral' perspective is anything but equal. 'Asian fetish' is an inherently racialized term for it is the expression of a racial minority. One cannot limit this expression as it is essentially a right of the minority group to react against the perceptual imbalances society has foisted upon it. More work however will have to be done to the criticisms section in order to give voice to more viewpoints in particular with regards to the apparent double standard in which WM/AF is labeled Asian fetish and AM/WF is (usually) not.",23445520.8648.8648,Talk:Asian fetish,False,4,serenity,none,none,0.07722131809793817,0.10482377288144328,0.09141912807731954,0.09583162591237115,0.09996550980412375,0.08985799694329898,0.11117470409793821,0.08228326382989688
220,Can someone please explain to me how the term 'asian fetish' isn't [wiki_link]? Please tell me when use of this term isn't disparaging or belittling?,23445520.8648.8648,Talk:Asian fetish,False,5,interest,anticipation,vigilance,0.07459923707142857,0.12276519514285715,0.129403673,0.09672730671428573,0.11999832842857143,0.1040194215,0.12231366999999997,0.08731602535714286
221,The objection that I raised certainly provoked more discussion than I thought. 70.249.34.67 the reason why I do not think this would be good in an article about Asian fetish is that we have absolutely no idea if Daniel Hoyt has one. A crime that is against an Asian women is deplorable but if the criminal did it to women of all races and ethnicities then the criminal has no right to be labeled as having an Asian feitsh.,23445520.8648.8648,Talk:Asian fetish,False,6,serenity,none,none,0.07778518245945948,0.11158916056756756,0.09720420991891893,0.09995922410810812,0.10061270362162164,0.10333323781081082,0.11307244872972973,0.08022761667567567
222,Hi Once an article has been nominated for deletion you cannot remove the AfD notice from the page. The process will continue with or without the tag but without it many other editors (those who don't frequent the AfD discussions) would be unaware that the article has been nominated and thus they won't be aware that the debate is occurring. In this case I don't think that there is anything to worry about as I'm aware that the subject is notable and I'll assist with some references to help get it through AfD. I'd be very surprised if consensus was to delete. Nevertheless it is important that the tag stays present - if only so that others can help with teh article and because continued deletion will probably result in a block for a [wiki_link] violation.,235169271.31317.31317,User talk:Peter Damian (old),True,1,serenity,none,aggresiveness,0.0822993751044776,0.10175606141791041,0.09444847402985075,0.10391128514925371,0.09421653826865671,0.09811028743283583,0.10317733780597019,0.08327467076119403
223,Yes but it's ridiculous it got to this. I clearly put an 'in use' template on (as I have had problems with this sort of thing before and was assured this would cure the problem). This subject is very important in the Western tradition and I'm surprised (a) there wasn't an article before (b) why it is being nominated for deletion. I have been contributing on these subjects for 5 years on Wikipedia now and this treatment is disgraceful.,235169271.31317.31317,User talk:Peter Damian (old),True,2,annoyance,anger,anger,0.0907402206388889,0.12080389441666667,0.09632769008333333,0.12044946344444443,0.11707660738888889,0.11157378133333332,0.1259278507777778,0.07821160311111114
224,PLease stop removing the AFD notice from the top of pages undergoing deletion consideration such removals are considered vandalism.,235169271.31317.31317,User talk:Peter Damian (old),True,3,none,vigilance,anger,0.0982963537692308,0.09393430484615385,0.11693718846153846,0.10655494469230768,0.11608075430769232,0.11221275930769233,0.08261312776923078,0.11952441315384614
225,(ec) I'm inclined to agree that it should have wiated until you had a bit more time but it is a fairly obscure (albeit notable) topic - I'm only aware of it because I studied Phil. of Religion many years ago. ) The real worry though is that once this has started if you keep removing the tag you'll end up blocked. So at this point we're better off adding some refs making sure that it isn't deleted.,235169271.31317.31317,User talk:Peter Damian (old),True,4,interest,acceptance,acceptance,0.07690894426829267,0.11465054931707316,0.07399183878048782,0.08937283241463415,0.10844494375609759,0.11319295334146341,0.15064061190243896,0.10206561895121952
226,This is your last warning on continually removing the AFD content from the top of the article. A debate on it has already been opened and you've been warned several times not to remove it. Remove it again and you will be temporarily blocked from editing Wikipedia. As Bilby has said your best bet now is to expand the article add references and make sure it is a good article so it isn't deleted but continually removing the tags isn't helping the case.,235169271.31317.31317,User talk:Peter Damian (old),True,5,none,annoyance,aggresiveness,0.11869456492857143,0.10181210669047618,0.09156694576190476,0.11237649338095239,0.106033842047619,0.12144858335714283,0.10239545059523807,0.12662439423809527
227,This is the last warning you will receive for your bullshit.,235169271.31317.31317,User talk:Peter Damian (old),True,6,aggresiveness,rage,anger,0.1067878574,0.075925665,0.20773122820000003,0.1142946936,0.0792371492,0.06387028980000001,0.06207143619999998,0.0900816798
228,Hi Peter. If you're still around and willing to offer some quick advice I could do with some. I agree that the article is important so I've been thinking of helping to develop it. However I doubt I have anything like your knowledge of Spinoza. I'm much better with Hume. Towards that end do you think it would be worth mentioning Hume's approach on the probability of miracles? It clearly differs from Spinoza as it allows miracles to exist (as you mention in the lead) but I though it might provide a good contrast. The second is whether or not you're aware of where Hunter's 'Spinoza on miracles' paper sits in the literature. I've been enjoying it and his distinction between strong and weak miracles seems like it might be worth working into the article as does the conclusion he draws in relation to Spinoza's stance on the existence of miracles. Mind you it will take some time before I can catch up on teh literature to do any real work on this - I'm much better on phil. of mind and epistemology.,235345753.3081.3081,User talk:Peter Damian (old),False,1,interest,interest,interest,0.07379125789423079,0.11579266661538457,0.08525487155769232,0.09680738365384613,0.09873053322115387,0.10050227218269231,0.14109602316346154,0.07648653025000002
229,Thanks - as you see I've had enough for at least two months. Yes Hume's account of miracles - there is an article [wiki_link] already on the project - would be relevant. Also and I didn't have time to work on this is that Spinoza may (unlike Augustine) have been using the same argument to suggest that there aren't miracles. Check out the article in the SEP [external_link].,235345753.3081.3081,User talk:Peter Damian (old),False,2,none,interest,acceptance,0.08731103411764708,0.10796073805882354,0.11650634526470588,0.10015997247058825,0.08894598497058821,0.08698801411764706,0.10667382582352943,0.07015996773529412
230,[edit] I note the [wiki_link] article was written by an Oxford philosopher far more distinguished than I who I collaborated with a lot in the earlier days of Wikipedia. He too has gone and for very similar reasons.,235345753.3081.3081,User talk:Peter Damian (old),False,3,none,none,acceptance,0.06723304747619048,0.1425283233809524,0.0995045518095238,0.1112151911904762,0.13659151738095238,0.11214539766666667,0.14423000957142856,0.09131386657142856
231,Thanks. That's effectively what Hunter is arguing against: that Spinoza has been interpreted as arguing against the existence of miracles but Hunter believes that this is an incorrect interpretation. The strong/weak distinction (unknown vs unknowable) seems to be an interesting approach to allowing miracles in a sense to exist. I'll have to spend some time on the SEP article: it looks excellent as you would expect.,235345753.3081.3081,User talk:Peter Damian (old),False,4,optimism,none,interest,0.07536129310810812,0.10369830459459461,0.09966711694594597,0.09763906367567567,0.08956949662162161,0.0930863161891892,0.10045727183783786,0.07025086672972973
232,Yes. There is something else I would have added if I could find references. In arguing with pseudoscience proponents they very often use a similar argument. E.g. we should not deride telepathy fortune-telling and so on because the seem incredible for aviation would have seemed incredible 150 years ago. I've heard the argument many times but can't find a reliable source for it. :::: [edit] The article [wiki_link] has an interesting section on the court determination [wiki_link] where it was ruled that 'creation science is not science'. The judge defined science using 5 criteria two of which invoked the concept of 'natural law'. But Augustine's argument could be wheeled at this point. Interesting.,235345753.3081.3081,User talk:Peter Damian (old),False,5,interest,interest,interest,0.07204552851351351,0.10241329490540538,0.09685267045945947,0.0942619402162162,0.08750536249999999,0.0933428691081081,0.11365991622972976,0.06964814786486487
233,Worth chasing up. My first thought was a reverse of Clarke's law: 'Any sufficiently advanced technology is indistinguishable from magic' suggests 'magic is indistinguishable from sufficiently advanced technology'. Although it is logically unsound. ) -,235345753.3081.3081,User talk:Peter Damian (old),False,6,interest,none,interest,0.11239643860869566,0.11110201560869566,0.08773772991304346,0.0945905434347826,0.07595728569565217,0.1285790549130435,0.10795607021739129,0.06428955773913045
234,I have just reverted who expanded upon this sentence that has remained in the article for some time. This has followed a lot of back & forth edits and one user (whom I cannot recall) making a logical statement: the sentence as it stood was correct in that all Jewish denominations agreed that a Jew was the child of a Jewish mother or a convert to Judaism - but that for Reform Jews (as an example) this also included MORE namely a Jew could be the child of a Jewish father. Therefore the sentence stood. However to expand it the way this user has done is to make a claim that mainstream (as opposed to 'traditional') also has strict rules etc. and these rules appear to be 'traditional' ones. Sorry - that is simply not the case. Mainstream denotes most of/the majority of/virtually all/etc. of Judaism and not just the traditional. If you want to speak about the additional 'rules' stick that in the traditional section the same way the progressive ideals of Reform are placed appropriately. Best.,235774547.61002.61002,Talk:Who is a Jew?,False,1,disgust,submission,joy,0.08258829756989247,0.10558354362365592,0.09947548419354837,0.11129879724731184,0.11442703276344082,0.11281345886021509,0.1171498997741935,0.08462047524731181
